MemberID,Sex,YearJoined,year,Status,Age,fitness,racquets,dock,city_dining,island_dining,bar_spending,other_spending
191,F,1999,2017,ACTIVE,67,Y,N,Y,193,331,1018,523
191,F,1999,2020,ACTIVE,70,Y,N,NA,NA,NA,NA,NA
95,F,1999,2017,ACTIVE,50,N,N,N,584,111,8,694
95,F,1999,2020,ACTIVE,53,N,N,NA,NA,NA,NA,NA
3809,M,2015,2017,ACTIVE,72,Y,N,Y,114,504,509,617
3809,M,2015,2020,ACTIVE,75,N,N,NA,NA,NA,NA,NA
3371,M,2004,2017,ACTIVE,48,Y,N,Y,1434,1761,341,3194
3371,M,2004,2020,ACTIVE,51,Y,N,NA,NA,NA,NA,NA
3699,F,2000,2017,ACTIVE,42,N,N,N,36,460,14,497
3699,F,2000,2020,ACTIVE,45,N,N,NA,NA,NA,NA,NA
817,M,2006,2017,ACTIVE,56,Y,N,N,0,486,215,486
817,M,2006,2020,ACTIVE,59,Y,N,NA,NA,NA,NA,NA
2266,F,1990,2017,ACTIVE,65,Y,N,N,299,739,801,1039
2266,F,1990,2020,ACTIVE,68,Y,N,NA,NA,NA,NA,NA
292,M,1984,2017,ACTIVE,71,Y,N,N,110,1231,285,1342
292,M,1984,2020,ACTIVE,74,Y,N,NA,NA,NA,NA,NA
2725,M,2008,2017,ACTIVE,29,N,N,N,561,150,102,711
2725,M,2008,2020,ACTIVE,32,N,N,NA,NA,NA,NA,NA
2256,M,2008,2017,ACTIVE,50,N,N,N,0,30,0,30
2256,M,2008,2020,ACTIVE,53,N,N,NA,NA,NA,NA,NA
4016,M,1990,2017,ACTIVE,59,N,N,N,0,0,165,0
4016,M,1990,2020,ACTIVE,62,N,N,NA,NA,NA,NA,NA
2504,M,2015,2017,ACTIVE,40,N,N,Y,6,3665,759,3672
2504,M,2015,2020,ACTIVE,43,N,N,NA,NA,NA,NA,NA
669,M,1978,2017,ACTIVE,56,N,N,N,9,6,394,15
669,M,1978,2020,ACTIVE,59,Y,Y,NA,NA,NA,NA,NA
878,F,2002,2017,ACTIVE,65,Y,Y,N,205,64,282,268
878,F,2002,2020,ACTIVE,68,Y,Y,NA,NA,NA,NA,NA
3149,M,1977,2017,ACTIVE,69,Y,N,N,0,236,122,236
3149,M,1977,2020,ACTIVE,72,N,N,NA,NA,NA,NA,NA
2708,M,2000,2017,ACTIVE,54,Y,Y,Y,0,233,45,233
2708,M,2000,2020,ACTIVE,57,N,N,NA,NA,NA,NA,NA
4222,M,1968,2017,HOLDOVER,67,N,N,N,NA,NA,NA,NA
4222,M,1968,2020,ACTIVE,70,N,N,NA,NA,NA,NA,NA
2887,M,2013,2017,ACTIVE,66,Y,N,Y,135,203,49,337
2887,M,2013,2020,ACTIVE,69,Y,N,NA,NA,NA,NA,NA
919,F,1990,2017,ACTIVE,57,Y,N,N,101,360,78,461
919,F,1990,2020,ACTIVE,60,N,N,NA,NA,NA,NA,NA
2072,M,2001,2017,ACTIVE,66,Y,N,N,781,333,549,1114
2072,M,2001,2020,ACTIVE,69,N,N,NA,NA,NA,NA,NA
2040,M,2004,2017,ACTIVE,29,Y,Y,N,372,0,5,372
2040,M,2004,2020,ACTIVE,32,Y,N,NA,NA,NA,NA,NA
3339,M,2011,2017,ACTIVE,26,N,N,N,0,892,275,892
3339,M,2011,2020,ACTIVE,29,N,N,NA,NA,NA,NA,NA
3866,F,1976,2017,ACTIVE,98,N,N,N,0,91,334,91
3866,F,1976,2020,ACTIVE,101,N,N,NA,NA,NA,NA,NA
2126,F,1970,2017,ACTIVE,74,N,N,N,334,452,108,786
2126,F,1970,2020,ACTIVE,77,N,N,NA,NA,NA,NA,NA
1313,M,2015,2017,ACTIVE,38,Y,N,Y,942,239,1263,1181
1313,M,2015,2020,ACTIVE,41,N,N,NA,NA,NA,NA,NA
723,M,2015,2017,ACTIVE,65,N,N,N,10,3,4,11
723,M,2015,2020,ACTIVE,68,N,N,NA,NA,NA,NA,NA
1709,F,1998,2017,ACTIVE,51,Y,N,N,2,4,0,6
1709,F,1998,2020,ACTIVE,54,Y,N,NA,NA,NA,NA,NA
424,M,1990,2017,ACTIVE,64,N,N,N,324,500,45,823
424,M,1990,2020,ACTIVE,67,Y,N,NA,NA,NA,NA,NA
1149,M,1989,2017,ACTIVE,53,N,N,Y,388,733,109,1122
1149,M,1989,2020,ACTIVE,56,N,N,NA,NA,NA,NA,NA
1854,M,2017,2017,ACTIVE,69,N,N,N,10,131,132,142
1854,M,2017,2020,ACTIVE,72,N,N,NA,NA,NA,NA,NA
872,M,1975,2017,ACTIVE,57,N,N,N,4,0,0,5
872,M,1975,2020,ACTIVE,60,Y,N,NA,NA,NA,NA,NA
812,M,1974,2017,ACTIVE,78,N,N,Y,54,96,170,148
812,M,1974,2020,ACTIVE,81,N,N,NA,NA,NA,NA,NA
1922,M,1954,2017,ACTIVE,76,Y,N,N,25,101,330,127
1922,M,1954,2020,ACTIVE,79,Y,N,NA,NA,NA,NA,NA
836,M,1973,2017,ACTIVE,76,Y,Y,N,163,296,393,457
836,M,1973,2020,ACTIVE,79,Y,Y,NA,NA,NA,NA,NA
152,F,2004,2017,ACTIVE,37,Y,N,N,0,3,0,3
152,F,2004,2020,ACTIVE,40,Y,N,NA,NA,NA,NA,NA
3102,M,2013,2017,ACTIVE,69,N,N,N,498,537,921,1035
3102,M,2013,2020,ACTIVE,72,N,N,NA,NA,NA,NA,NA
3481,M,2012,2017,ACTIVE,36,N,N,N,0,45,0,45
3481,M,2012,2020,ACTIVE,39,N,N,NA,NA,NA,NA,NA
3224,M,1993,2017,ACTIVE,51,Y,Y,Y,260,684,347,944
3224,M,1993,2020,ACTIVE,54,Y,Y,NA,NA,NA,NA,NA
2082,F,1998,2017,ACTIVE,37,Y,N,N,2899,262,0,3160
2082,F,1998,2020,ACTIVE,40,Y,N,NA,NA,NA,NA,NA
2478,M,1996,2017,HOLDOVER,58,N,N,N,NA,NA,NA,NA
2478,M,1996,2020,ACTIVE,61,N,N,NA,NA,NA,NA,NA
2567,M,1975,2017,ACTIVE,79,Y,N,Y,692,3353,721,4045
2567,M,1975,2020,ACTIVE,82,Y,N,NA,NA,NA,NA,NA
993,M,1991,2017,ACTIVE,44,N,N,Y,398,412,58,811
993,M,1991,2020,ACTIVE,47,N,N,NA,NA,NA,NA,NA
3335,M,2001,2017,ACTIVE,58,N,N,Y,25,365,148,390
3335,M,2001,2020,ACTIVE,61,N,N,NA,NA,NA,NA,NA
515,M,2009,2017,ACTIVE,22,N,N,N,0,44,15,44
515,M,2009,2020,HOLDOVER,25,N,N,NA,NA,NA,NA,NA
712,M,1972,2017,ACTIVE,76,Y,N,N,989,1212,913,2202
712,M,1972,2020,ACTIVE,79,Y,N,NA,NA,NA,NA,NA
1613,F,2005,2017,ACTIVE,69,N,N,N,12,352,236,364
1613,F,2005,2020,ACTIVE,72,N,N,NA,NA,NA,NA,NA
2579,M,1980,2017,ACTIVE,80,Y,N,N,366,0,72,367
2579,M,1980,2020,ACTIVE,83,Y,N,NA,NA,NA,NA,NA
684,F,1999,2017,ACTIVE,58,Y,N,N,96,0,0,95
684,F,1999,2020,ACTIVE,61,N,N,NA,NA,NA,NA,NA
3631,F,1987,2017,ACTIVE,47,Y,N,N,1216,0,191,1216
3631,F,1987,2020,ACTIVE,50,Y,N,NA,NA,NA,NA,NA
3069,M,2005,2017,ACTIVE,55,N,N,Y,59,220,903,279
3069,M,2005,2020,ACTIVE,58,N,N,NA,NA,NA,NA,NA
665,F,2008,2017,ACTIVE,35,N,Y,Y,284,467,172,752
665,F,2008,2020,ACTIVE,38,N,N,NA,NA,NA,NA,NA
3719,M,2009,2017,ACTIVE,62,N,N,N,0,18,44,19
3719,M,2009,2020,ACTIVE,65,N,N,NA,NA,NA,NA,NA
3502,M,1975,2017,ACTIVE,77,N,N,Y,107,1749,580,1857
3502,M,1975,2020,ACTIVE,80,N,N,NA,NA,NA,NA,NA
1560,M,1990,2017,HOLDOVER,54,N,N,N,NA,NA,NA,NA
1560,M,1990,2020,ACTIVE,57,N,N,NA,NA,NA,NA,NA
667,M,1995,2017,ACTIVE,38,N,N,N,292,453,30,744
667,M,1995,2020,ACTIVE,41,N,N,NA,NA,NA,NA,NA
2706,F,2007,2017,ACTIVE,31,N,N,N,34,0,0,33
2706,F,2007,2020,ACTIVE,34,N,N,NA,NA,NA,NA,NA
668,F,1994,2017,ACTIVE,83,Y,N,Y,277,399,138,675
668,F,1994,2020,ACTIVE,86,Y,N,NA,NA,NA,NA,NA
3430,M,2009,2017,ACTIVE,31,N,Y,N,28,0,1190,29
3430,M,2009,2020,HOLDOVER,34,N,N,NA,NA,NA,NA,NA
3401,F,2001,2017,ACTIVE,59,Y,N,N,191,122,157,313
3401,F,2001,2020,ACTIVE,62,Y,N,NA,NA,NA,NA,NA
1793,M,2005,2017,ACTIVE,38,Y,N,N,52,856,2191,908
1793,M,2005,2020,ACTIVE,41,N,N,NA,NA,NA,NA,NA
3414,M,2016,2017,ACTIVE,44,N,N,N,0,203,0,203
3414,M,2016,2020,HOLDOVER,47,N,N,NA,NA,NA,NA,NA
2002,M,1993,2017,ACTIVE,51,N,N,N,18,0,0,18
2002,M,1993,2020,ACTIVE,54,N,N,NA,NA,NA,NA,NA
3220,F,1985,2017,ACTIVE,53,Y,N,N,904,50,142,952
3220,F,1985,2020,ACTIVE,56,Y,N,NA,NA,NA,NA,NA
981,M,1983,2017,ACTIVE,83,Y,N,Y,11,12,60,23
981,M,1983,2020,HOLDOVER,86,N,N,NA,NA,NA,NA,NA
2694,M,2014,2017,ACTIVE,71,N,N,N,0,816,198,804
2694,M,2014,2020,ACTIVE,74,N,N,NA,NA,NA,NA,NA
4256,M,1968,2017,ACTIVE,65,N,N,N,168,227,174,396
4256,M,1968,2020,ACTIVE,68,Y,N,NA,NA,NA,NA,NA
2369,M,1998,2017,ACTIVE,32,Y,N,N,0,201,460,201
2369,M,1998,2020,ACTIVE,35,N,N,NA,NA,NA,NA,NA
2325,M,2010,2017,ACTIVE,48,N,N,N,243,688,792,922
2325,M,2010,2020,ACTIVE,51,N,N,NA,NA,NA,NA,NA
471,M,2010,2017,ACTIVE,34,Y,N,N,33,81,307,113
471,M,2010,2020,ACTIVE,37,N,N,NA,NA,NA,NA,NA
1498,M,1997,2017,ACTIVE,59,N,N,Y,180,365,357,545
1498,M,1997,2020,ACTIVE,62,N,N,NA,NA,NA,NA,NA
2830,F,1995,2017,HOLDOVER,86,N,N,N,NA,NA,NA,NA
2830,F,1995,2020,ACTIVE,89,N,N,NA,NA,NA,NA,NA
504,F,1986,2017,ACTIVE,52,Y,Y,N,452,0,344,452
504,F,1986,2020,ACTIVE,55,Y,Y,NA,NA,NA,NA,NA
2278,M,1987,2017,ACTIVE,75,N,N,N,28,0,0,27
2278,M,1987,2020,ACTIVE,78,N,N,NA,NA,NA,NA,NA
3612,M,1983,2017,HOLDOVER,63,N,N,N,NA,NA,NA,NA
3612,M,1983,2020,ACTIVE,66,N,N,NA,NA,NA,NA,NA
378,M,1996,2017,ACTIVE,78,Y,N,N,277,403,184,680
378,M,1996,2020,ACTIVE,81,Y,N,NA,NA,NA,NA,NA
2698,M,1986,2017,ACTIVE,65,N,N,N,13,0,134,13
2698,M,1986,2020,ACTIVE,68,N,N,NA,NA,NA,NA,NA
1440,F,1995,2017,ACTIVE,81,Y,N,N,605,0,11,605
1440,F,1995,2020,ACTIVE,84,Y,N,NA,NA,NA,NA,NA
1632,M,1984,2017,ACTIVE,76,N,N,N,27,0,0,27
1632,M,1984,2020,ACTIVE,79,N,N,NA,NA,NA,NA,NA
670,M,1981,2017,ACTIVE,64,Y,Y,N,296,413,184,709
670,M,1981,2020,ACTIVE,67,Y,Y,NA,NA,NA,NA,NA
3657,M,2000,2017,ACTIVE,43,N,N,N,1057,401,459,1457
3657,M,2000,2020,ACTIVE,46,N,N,NA,NA,NA,NA,NA
201,M,1990,2017,ACTIVE,56,N,Y,N,263,72,327,335
201,M,1990,2020,ACTIVE,59,N,N,NA,NA,NA,NA,NA
3629,M,2002,2017,ACTIVE,41,N,N,N,0,0,103,0
3629,M,2002,2020,ACTIVE,44,N,N,NA,NA,NA,NA,NA
3610,M,2000,2017,ACTIVE,32,Y,Y,N,52,176,358,228
3610,M,2000,2020,ACTIVE,35,N,N,NA,NA,NA,NA,NA
2968,M,2001,2017,ACTIVE,62,N,N,N,61,858,261,917
2968,M,2001,2020,ACTIVE,65,N,N,NA,NA,NA,NA,NA
1586,F,1979,2017,ACTIVE,59,Y,N,N,158,0,350,158
1586,F,1979,2020,ACTIVE,62,Y,N,NA,NA,NA,NA,NA
1230,F,1999,2017,ACTIVE,41,N,N,Y,109,423,151,533
1230,F,1999,2020,ACTIVE,44,N,N,NA,NA,NA,NA,NA
2795,M,1993,2017,ACTIVE,57,N,N,Y,329,1825,2303,2153
2795,M,1993,2020,ACTIVE,60,N,N,NA,NA,NA,NA,NA
3745,M,1975,2017,ACTIVE,63,N,Y,Y,136,119,461,254
3745,M,1975,2020,ACTIVE,66,N,Y,NA,NA,NA,NA,NA
3464,M,1986,2017,ACTIVE,73,N,Y,Y,93,300,672,393
3464,M,1986,2020,ACTIVE,76,N,Y,NA,NA,NA,NA,NA
2216,M,1972,2017,ACTIVE,73,Y,N,N,77,0,833,78
2216,M,1972,2020,ACTIVE,76,N,N,NA,NA,NA,NA,NA
3043,M,1978,2017,ACTIVE,52,Y,Y,N,96,97,252,193
3043,M,1978,2020,ACTIVE,55,Y,Y,NA,NA,NA,NA,NA
3831,M,1980,2017,ACTIVE,62,N,N,N,0,16,0,17
3831,M,1980,2020,ACTIVE,65,Y,N,NA,NA,NA,NA,NA
2286,M,1988,2017,ACTIVE,48,N,N,N,25,1209,606,1193
2286,M,1988,2020,ACTIVE,51,N,N,NA,NA,NA,NA,NA
458,M,1996,2017,ACTIVE,62,Y,Y,N,411,809,550,1221
458,M,1996,2020,ACTIVE,65,Y,Y,NA,NA,NA,NA,NA
1636,F,2005,2017,ACTIVE,45,Y,N,N,458,42,32,500
1636,F,2005,2020,ACTIVE,48,N,N,NA,NA,NA,NA,NA
3770,M,2016,2017,ACTIVE,66,N,N,N,2,101,331,103
3770,M,2016,2020,ACTIVE,69,N,N,NA,NA,NA,NA,NA
1450,M,1976,2017,ACTIVE,78,Y,N,Y,406,1676,1662,2023
1450,M,1976,2020,ACTIVE,81,Y,N,NA,NA,NA,NA,NA
3926,M,1985,2017,ACTIVE,64,N,N,Y,374,481,2966,855
3926,M,1985,2020,ACTIVE,67,N,N,NA,NA,NA,NA,NA
3525,M,2009,2017,ACTIVE,26,Y,Y,N,150,131,298,280
3525,M,2009,2020,ACTIVE,29,Y,Y,NA,NA,NA,NA,NA
3175,M,1964,2017,HOLDOVER,75,N,N,N,NA,NA,NA,NA
3175,M,1964,2020,ACTIVE,78,Y,N,NA,NA,NA,NA,NA
3404,F,1989,2017,ACTIVE,60,N,N,Y,237,191,181,427
3404,F,1989,2020,ACTIVE,63,N,N,NA,NA,NA,NA,NA
1394,F,1984,2017,ACTIVE,53,Y,N,N,290,5,148,295
1394,F,1984,2020,ACTIVE,56,Y,N,NA,NA,NA,NA,NA
1029,F,2006,2017,ACTIVE,33,N,N,N,590,1054,324,1630
1029,F,2006,2020,ACTIVE,36,N,N,NA,NA,NA,NA,NA
3601,F,2007,2017,ACTIVE,68,Y,N,N,110,0,158,111
3601,F,2007,2020,ACTIVE,71,Y,N,NA,NA,NA,NA,NA
2511,M,1997,2017,ACTIVE,44,Y,N,Y,4589,2453,4636,7042
2511,M,1997,2020,ACTIVE,47,Y,N,NA,NA,NA,NA,NA
1500,M,2018,2017,ACTIVE,32,N,N,N,10,425,1223,434
1500,M,2018,2020,ACTIVE,35,N,N,NA,NA,NA,NA,NA
3696,F,1996,2017,ACTIVE,72,Y,N,N,162,478,608,639
3696,F,1996,2020,ACTIVE,75,Y,N,NA,NA,NA,NA,NA
2290,M,1992,2017,ACTIVE,54,N,N,Y,21,335,356,355
2290,M,1992,2020,ACTIVE,57,N,N,NA,NA,NA,NA,NA
3874,M,1997,2017,ACTIVE,33,N,N,N,21,711,421,731
3874,M,1997,2020,ACTIVE,36,N,N,NA,NA,NA,NA,NA
3165,M,1971,2017,ACTIVE,77,N,N,Y,130,202,0,332
3165,M,1971,2020,ACTIVE,80,N,N,NA,NA,NA,NA,NA
2213,M,1994,2017,ACTIVE,69,N,N,Y,755,871,301,1626
2213,M,1994,2020,ACTIVE,72,N,N,NA,NA,NA,NA,NA
1082,M,1967,2017,ACTIVE,60,N,N,N,237,77,261,312
1082,M,1967,2020,ACTIVE,63,N,N,NA,NA,NA,NA,NA
683,M,2013,2017,ACTIVE,60,N,N,N,0,0,544,0
683,M,2013,2020,ACTIVE,63,N,N,NA,NA,NA,NA,NA
3605,M,2002,2017,ACTIVE,74,N,N,N,61,0,0,61
3605,M,2002,2020,ACTIVE,77,N,N,NA,NA,NA,NA,NA
163,M,1993,2017,ACTIVE,79,N,N,Y,13,139,172,153
163,M,1993,2020,ACTIVE,82,N,N,NA,NA,NA,NA,NA
2185,F,1992,2017,ACTIVE,52,Y,N,N,65,268,493,333
2185,F,1992,2020,ACTIVE,55,Y,N,NA,NA,NA,NA,NA
2934,F,2011,2017,ACTIVE,43,N,N,Y,0,565,548,566
2934,F,2011,2020,ACTIVE,46,N,N,NA,NA,NA,NA,NA
1328,F,2012,2017,ACTIVE,61,N,N,N,0,610,674,610
1328,F,2012,2020,ACTIVE,64,N,N,NA,NA,NA,NA,NA
2225,F,2003,2017,ACTIVE,48,Y,Y,Y,832,1305,320,2139
2225,F,2003,2020,ACTIVE,51,N,N,NA,NA,NA,NA,NA
931,F,2002,2017,ACTIVE,77,N,N,N,178,215,152,393
931,F,2002,2020,ACTIVE,80,N,N,NA,NA,NA,NA,NA
3938,M,2009,2017,ACTIVE,27,Y,Y,N,62,200,0,263
3938,M,2009,2020,ACTIVE,30,Y,Y,NA,NA,NA,NA,NA
1146,M,2009,2017,ACTIVE,47,Y,N,Y,477,305,149,763
1146,M,2009,2020,ACTIVE,50,Y,N,NA,NA,NA,NA,NA
2371,F,2001,2017,ACTIVE,63,Y,N,N,57,505,1410,562
2371,F,2001,2020,HOLDOVER,66,N,N,NA,NA,NA,NA,NA
1295,M,1988,2017,ACTIVE,59,Y,N,N,164,111,556,275
1295,M,1988,2020,ACTIVE,62,Y,N,NA,NA,NA,NA,NA
2738,M,1969,2017,ACTIVE,83,Y,N,N,105,566,42,671
2738,M,1969,2020,ACTIVE,86,Y,N,NA,NA,NA,NA,NA
681,F,2008,2017,HOLDOVER,29,N,N,N,NA,NA,NA,NA
681,F,2008,2020,ACTIVE,32,N,N,NA,NA,NA,NA,NA
3082,F,1998,2017,ACTIVE,33,N,N,N,12,628,510,641
3082,F,1998,2020,ACTIVE,36,Y,N,NA,NA,NA,NA,NA
2761,M,1994,2017,ACTIVE,62,N,N,Y,0,99,26,98
2761,M,1994,2020,ACTIVE,65,N,N,NA,NA,NA,NA,NA
3634,M,2018,2017,ACTIVE,56,N,Y,Y,638,217,802,854
3634,M,2018,2020,HOLDOVER,59,N,N,NA,NA,NA,NA,NA
1118,M,2005,2017,ACTIVE,53,N,N,Y,79,622,557,702
1118,M,2005,2020,ACTIVE,56,N,N,NA,NA,NA,NA,NA
1994,F,2016,2017,ACTIVE,26,N,N,N,304,3,149,306
1994,F,2016,2020,ACTIVE,29,N,N,NA,NA,NA,NA,NA
3561,M,1979,2017,ACTIVE,79,N,N,N,150,343,0,492
3561,M,1979,2020,ACTIVE,82,N,N,NA,NA,NA,NA,NA
2444,M,2014,2017,ACTIVE,43,N,N,N,289,284,129,575
2444,M,2014,2020,ACTIVE,46,N,N,NA,NA,NA,NA,NA
2059,M,2002,2017,ACTIVE,36,N,Y,N,47,107,1526,154
2059,M,2002,2020,ACTIVE,39,N,Y,NA,NA,NA,NA,NA
3802,M,2017,2017,ACTIVE,72,Y,N,N,246,0,0,245
3802,M,2017,2020,ACTIVE,75,Y,N,NA,NA,NA,NA,NA
3912,F,1991,2017,ACTIVE,61,N,N,Y,47,790,540,837
3912,F,1991,2020,ACTIVE,64,N,N,NA,NA,NA,NA,NA
4031,F,1990,2017,ACTIVE,59,N,N,Y,17,341,134,357
4031,F,1990,2020,ACTIVE,62,Y,N,NA,NA,NA,NA,NA
3722,F,1988,2017,ACTIVE,55,N,N,Y,0,645,157,644
3722,F,1988,2020,ACTIVE,58,N,N,NA,NA,NA,NA,NA
2054,F,2001,2017,ACTIVE,64,N,N,N,69,375,233,445
2054,F,2001,2020,ACTIVE,67,N,N,NA,NA,NA,NA,NA
3064,M,1972,2017,ACTIVE,68,Y,N,N,393,509,467,901
3064,M,1972,2020,ACTIVE,71,Y,N,NA,NA,NA,NA,NA
803,M,1971,2017,ACTIVE,76,N,N,N,80,184,588,263
803,M,1971,2020,ACTIVE,79,N,N,NA,NA,NA,NA,NA
1824,M,1996,2017,ACTIVE,38,Y,N,N,232,633,0,864
1824,M,1996,2020,ACTIVE,41,N,N,NA,NA,NA,NA,NA
1673,M,2014,2017,ACTIVE,28,Y,Y,N,487,225,516,712
1673,M,2014,2020,ACTIVE,31,Y,Y,NA,NA,NA,NA,NA
649,M,1982,2017,ACTIVE,54,Y,N,N,191,0,15,192
649,M,1982,2020,ACTIVE,57,N,N,NA,NA,NA,NA,NA
633,M,2015,2017,ACTIVE,79,N,N,Y,0,382,0,382
633,M,2015,2020,ACTIVE,82,N,N,NA,NA,NA,NA,NA
1179,F,1979,2017,ACTIVE,73,N,N,N,10,353,68,363
1179,F,1979,2020,ACTIVE,76,N,N,NA,NA,NA,NA,NA
4108,F,1991,2017,ACTIVE,49,Y,N,N,761,780,48,1541
4108,F,1991,2020,ACTIVE,52,Y,N,NA,NA,NA,NA,NA
3378,M,1974,2017,ACTIVE,66,N,N,N,883,163,99,1046
3378,M,1974,2020,ACTIVE,69,N,N,NA,NA,NA,NA,NA
3180,M,1999,2017,ACTIVE,39,N,N,N,535,330,168,864
3180,M,1999,2020,ACTIVE,42,N,N,NA,NA,NA,NA,NA
387,M,1982,2017,ACTIVE,58,Y,N,N,0,90,599,90
387,M,1982,2020,ACTIVE,61,N,N,NA,NA,NA,NA,NA
348,M,2011,2017,ACTIVE,27,N,Y,N,7,131,221,137
348,M,2011,2020,ACTIVE,30,N,N,NA,NA,NA,NA,NA
211,M,1983,2017,ACTIVE,61,N,N,N,0,0,290,0
211,M,1983,2020,ACTIVE,64,N,N,NA,NA,NA,NA,NA
4100,M,2003,2017,ACTIVE,54,N,N,Y,126,313,123,438
4100,M,2003,2020,ACTIVE,57,N,N,NA,NA,NA,NA,NA
3343,M,1999,2017,ACTIVE,70,Y,N,N,342,119,104,460
3343,M,1999,2020,ACTIVE,73,N,N,NA,NA,NA,NA,NA
4226,M,1976,2017,ACTIVE,83,Y,Y,Y,150,147,82,296
4226,M,1976,2020,ACTIVE,86,Y,N,NA,NA,NA,NA,NA
2087,M,1982,2017,ACTIVE,65,N,N,N,228,1255,475,1482
2087,M,1982,2020,ACTIVE,68,N,N,NA,NA,NA,NA,NA
94,M,2015,2017,ACTIVE,42,N,N,Y,49,904,615,953
94,M,2015,2020,ACTIVE,45,N,Y,NA,NA,NA,NA,NA
3534,M,1965,2017,ACTIVE,72,Y,Y,N,3,0,563,3
3534,M,1965,2020,ACTIVE,75,Y,Y,NA,NA,NA,NA,NA
642,M,1994,2017,ACTIVE,70,N,N,Y,0,189,262,188
642,M,1994,2020,ACTIVE,73,N,N,NA,NA,NA,NA,NA
3053,F,1972,2017,HOLDOVER,66,N,N,N,NA,NA,NA,NA
3053,F,1972,2020,ACTIVE,69,N,N,NA,NA,NA,NA,NA
1912,M,1981,2017,ACTIVE,59,Y,N,N,218,0,160,218
1912,M,1981,2020,ACTIVE,62,Y,N,NA,NA,NA,NA,NA
3540,M,2019,2017,ACTIVE,52,Y,Y,N,14,873,195,886
3540,M,2019,2020,ACTIVE,55,Y,Y,NA,NA,NA,NA,NA
2277,M,2011,2017,ACTIVE,22,N,Y,N,83,201,442,283
2277,M,2011,2020,ACTIVE,25,N,N,NA,NA,NA,NA,NA
159,F,1968,2017,HOLDOVER,91,N,N,N,NA,NA,NA,NA
159,F,1968,2020,ACTIVE,94,N,N,NA,NA,NA,NA,NA
786,F,2000,2017,ACTIVE,59,N,N,Y,0,588,0,587
786,F,2000,2020,ACTIVE,62,N,N,NA,NA,NA,NA,NA
1799,M,1976,2017,ACTIVE,77,Y,N,Y,569,1969,1129,2538
1799,M,1976,2020,ACTIVE,80,Y,N,NA,NA,NA,NA,NA
2589,F,1985,2017,ACTIVE,55,Y,N,N,0,217,914,218
2589,F,1985,2020,ACTIVE,58,Y,N,NA,NA,NA,NA,NA
2608,M,1982,2017,ACTIVE,71,Y,Y,N,472,0,87,472
2608,M,1982,2020,ACTIVE,74,Y,Y,NA,NA,NA,NA,NA
3462,M,2000,2017,ACTIVE,55,N,N,N,455,883,283,1338
3462,M,2000,2020,ACTIVE,58,N,N,NA,NA,NA,NA,NA
2120,M,1979,2017,ACTIVE,88,N,N,N,126,378,443,503
2120,M,1979,2020,ACTIVE,91,N,N,NA,NA,NA,NA,NA
4135,M,1987,2017,ACTIVE,70,N,N,N,0,153,36,153
4135,M,1987,2020,ACTIVE,73,N,N,NA,NA,NA,NA,NA
2450,M,2010,2017,ACTIVE,55,Y,N,Y,353,260,1445,612
2450,M,2010,2020,ACTIVE,58,N,N,NA,NA,NA,NA,NA
1961,M,2004,2017,ACTIVE,41,N,N,N,202,950,173,1118
1961,M,2004,2020,ACTIVE,44,N,N,NA,NA,NA,NA,NA
3107,M,1990,2017,ACTIVE,49,N,N,N,0,0,7,0
3107,M,1990,2020,ACTIVE,52,N,N,NA,NA,NA,NA,NA
2556,F,2000,2017,ACTIVE,49,N,N,N,205,1048,36,1253
2556,F,2000,2020,ACTIVE,52,N,N,NA,NA,NA,NA,NA
457,M,2012,2017,ACTIVE,27,N,N,N,2,73,1206,75
457,M,2012,2020,ACTIVE,30,N,N,NA,NA,NA,NA,NA
2056,M,2001,2017,ACTIVE,75,N,N,Y,37,285,347,322
2056,M,2001,2020,ACTIVE,78,N,N,NA,NA,NA,NA,NA
151,M,1990,2017,ACTIVE,46,N,N,Y,1047,1196,138,2243
151,M,1990,2020,ACTIVE,49,N,N,NA,NA,NA,NA,NA
2862,F,1985,2017,ACTIVE,67,Y,N,N,424,0,250,425
2862,F,1985,2020,ACTIVE,70,Y,N,NA,NA,NA,NA,NA
2074,M,1989,2017,ACTIVE,48,N,Y,N,830,1126,478,1955
2074,M,1989,2020,ACTIVE,51,N,Y,NA,NA,NA,NA,NA
258,F,2010,2017,ACTIVE,28,N,N,N,146,178,95,323
258,F,2010,2020,ACTIVE,31,N,N,NA,NA,NA,NA,NA
2037,F,2016,2017,ACTIVE,47,N,N,N,515,1421,36,1935
2037,F,2016,2020,ACTIVE,50,N,N,NA,NA,NA,NA,NA
1032,M,1982,2017,ACTIVE,74,N,N,N,0,272,0,271
1032,M,1982,2020,ACTIVE,77,N,N,NA,NA,NA,NA,NA
1605,M,1967,2017,ACTIVE,68,N,N,N,0,0,56,0
1605,M,1967,2020,ACTIVE,71,N,N,NA,NA,NA,NA,NA
1251,F,2009,2017,ACTIVE,26,N,N,N,33,235,297,269
1251,F,2009,2020,ACTIVE,29,N,N,NA,NA,NA,NA,NA
2086,F,2016,2017,ACTIVE,60,Y,N,Y,33,990,297,1023
2086,F,2016,2020,ACTIVE,63,N,N,NA,NA,NA,NA,NA
613,F,2006,2017,ACTIVE,29,N,N,N,36,0,0,36
613,F,2006,2020,ACTIVE,32,Y,N,NA,NA,NA,NA,NA
