MemberID,Sex,YearJoined,year,Status,Age,fitness,racquets,dock,city_dining,island_dining,bar_spending,other_spending
3450,M,2003,2020,ACTIVE,34,Y,N,NA,NA,NA,NA,NA
481,M,2012,2017,ACTIVE,36,N,Y,N,0,125,773,126
481,M,2012,2020,ACTIVE,39,N,N,NA,NA,NA,NA,NA
656,M,2006,2017,ACTIVE,24,N,N,N,0,322,3,323
656,M,2006,2020,ACTIVE,27,N,N,NA,NA,NA,NA,NA
612,M,1971,2017,ACTIVE,71,N,N,N,0,213,200,212
612,M,1971,2020,ACTIVE,74,N,N,NA,NA,NA,NA,NA
1063,M,2015,2017,ACTIVE,55,N,N,N,0,10,187,10
1063,M,2015,2020,ACTIVE,58,N,N,NA,NA,NA,NA,NA
3478,M,2008,2017,ACTIVE,23,N,N,N,0,4,0,4
3478,M,2008,2020,ACTIVE,26,N,N,NA,NA,NA,NA,NA
2174,M,2006,2017,ACTIVE,34,N,N,N,0,257,14,258
2174,M,2006,2020,ACTIVE,37,N,N,NA,NA,NA,NA,NA
1747,F,2012,2017,ACTIVE,37,N,N,N,489,552,69,1041
1747,F,2012,2020,HOLDOVER,40,N,N,NA,NA,NA,NA,NA
1702,F,2006,2017,HOLDOVER,21,N,N,N,NA,NA,NA,NA
1702,F,2006,2020,ACTIVE,24,N,N,NA,NA,NA,NA,NA
1127,M,2008,2017,ACTIVE,75,N,N,N,0,91,8,92
1127,M,2008,2020,ACTIVE,78,N,N,NA,NA,NA,NA,NA
831,M,2007,2017,HOLDOVER,29,N,N,N,NA,NA,NA,NA
831,M,2007,2020,HOLDOVER,32,N,N,NA,NA,NA,NA,NA
1182,M,2007,2017,HOLDOVER,51,N,N,N,NA,NA,NA,NA
1182,M,2007,2020,ACTIVE,54,N,N,NA,NA,NA,NA,NA
3826,M,1995,2017,ACTIVE,77,N,N,N,140,159,102,300
3826,M,1995,2020,ACTIVE,80,N,N,NA,NA,NA,NA,NA
781,F,2011,2017,ACTIVE,51,N,N,N,0,107,103,107
781,F,2011,2020,ACTIVE,54,Y,Y,NA,NA,NA,NA,NA
1123,M,1967,2017,ACTIVE,65,N,N,N,164,186,9,350
1123,M,1967,2020,ACTIVE,68,Y,N,NA,NA,NA,NA,NA
1557,M,1983,2017,ACTIVE,77,N,N,Y,0,542,437,541
1557,M,1983,2020,ACTIVE,80,N,N,NA,NA,NA,NA,NA
2415,F,2007,2017,HOLDOVER,32,N,N,N,NA,NA,NA,NA
2415,F,2007,2020,ACTIVE,35,Y,N,NA,NA,NA,NA,NA
950,M,1978,2017,ACTIVE,75,Y,N,Y,140,541,266,682
950,M,1978,2020,ACTIVE,78,Y,N,NA,NA,NA,NA,NA
1698,F,1995,2017,ACTIVE,58,N,N,N,66,0,0,67
1698,F,1995,2020,ACTIVE,61,N,N,NA,NA,NA,NA,NA
4034,F,2004,2017,ACTIVE,27,N,N,N,53,460,1205,478
4034,F,2004,2020,ACTIVE,30,N,N,NA,NA,NA,NA,NA
4188,M,2015,2017,ACTIVE,44,Y,Y,N,480,535,91,1014
4188,M,2015,2020,ACTIVE,47,Y,Y,NA,NA,NA,NA,NA
2153,F,1975,2017,ACTIVE,74,Y,N,Y,65,114,143,179
2153,F,1975,2020,ACTIVE,77,Y,N,NA,NA,NA,NA,NA
4104,M,1980,2017,ACTIVE,59,Y,N,N,223,80,43,302
4104,M,1980,2020,ACTIVE,62,N,N,NA,NA,NA,NA,NA
528,M,1997,2017,ACTIVE,56,Y,N,Y,568,1430,1382,1998
528,M,1997,2020,ACTIVE,59,Y,N,NA,NA,NA,NA,NA
4195,F,2002,2017,ACTIVE,56,N,N,N,51,35,137,86
4195,F,2002,2020,ACTIVE,59,N,N,NA,NA,NA,NA,NA
924,M,2008,2017,ACTIVE,55,Y,N,Y,10,520,162,529
924,M,2008,2020,ACTIVE,58,Y,N,NA,NA,NA,NA,NA
374,M,1995,2017,ACTIVE,56,Y,N,N,2354,278,117,2632
374,M,1995,2020,HOLDOVER,59,N,N,NA,NA,NA,NA,NA
1928,M,2011,2017,ACTIVE,49,N,N,N,3,318,161,320
1928,M,2011,2020,ACTIVE,52,N,N,NA,NA,NA,NA,NA
682,M,1996,2017,ACTIVE,71,N,N,N,0,1254,0,1254
682,M,1996,2020,ACTIVE,74,N,N,NA,NA,NA,NA,NA
3873,M,1965,2017,ACTIVE,75,N,N,N,36,0,0,36
3873,M,1965,2020,ACTIVE,78,N,N,NA,NA,NA,NA,NA
986,M,1988,2017,ACTIVE,63,N,N,Y,109,1172,908,1245
986,M,1988,2020,ACTIVE,66,N,N,NA,NA,NA,NA,NA
1326,M,1989,2017,ACTIVE,55,Y,Y,N,1563,0,180,1564
1326,M,1989,2020,ACTIVE,58,Y,Y,NA,NA,NA,NA,NA
605,M,1985,2017,ACTIVE,56,Y,N,Y,402,557,295,959
605,M,1985,2020,ACTIVE,59,N,N,NA,NA,NA,NA,NA
4268,M,2006,2017,ACTIVE,31,N,N,N,168,0,85,168
4268,M,2006,2020,ACTIVE,34,N,N,NA,NA,NA,NA,NA
503,F,2014,2017,ACTIVE,28,N,N,N,47,94,240,140
503,F,2014,2020,ACTIVE,31,N,N,NA,NA,NA,NA,NA
2768,M,1957,2017,ACTIVE,88,N,N,N,0,12,0,11
2768,M,1957,2020,ACTIVE,91,N,N,NA,NA,NA,NA,NA
3353,M,2020,2017,ACTIVE,59,N,N,N,125,338,43,462
3353,M,2020,2020,ACTIVE,62,N,N,NA,NA,NA,NA,NA
2028,M,2006,2017,ACTIVE,79,N,N,Y,6,214,450,211
2028,M,2006,2020,ACTIVE,82,N,N,NA,NA,NA,NA,NA
742,F,2001,2017,ACTIVE,34,N,N,N,85,244,222,328
742,F,2001,2020,ACTIVE,37,Y,N,NA,NA,NA,NA,NA
2941,F,1998,2017,ACTIVE,62,N,N,N,205,0,111,204
2941,F,1998,2020,ACTIVE,65,N,N,NA,NA,NA,NA,NA
1064,F,2017,2017,ACTIVE,29,Y,N,N,14,207,99,221
1064,F,2017,2020,ACTIVE,32,N,N,NA,NA,NA,NA,NA
393,M,1972,2017,ACTIVE,87,Y,N,Y,0,847,209,847
393,M,1972,2020,ACTIVE,90,Y,N,NA,NA,NA,NA,NA
680,M,2018,2017,ACTIVE,28,N,N,N,298,0,320,297
680,M,2018,2020,ACTIVE,31,N,N,NA,NA,NA,NA,NA
141,F,2000,2017,ACTIVE,34,N,Y,N,365,179,4,545
141,F,2000,2020,ACTIVE,37,N,Y,NA,NA,NA,NA,NA
856,M,1997,2017,ACTIVE,60,N,N,Y,171,852,166,1023
856,M,1997,2020,ACTIVE,63,N,N,NA,NA,NA,NA,NA
448,F,2012,2017,ACTIVE,24,N,N,N,74,302,240,375
448,F,2012,2020,ACTIVE,27,N,N,NA,NA,NA,NA,NA
2940,F,1998,2017,ACTIVE,47,Y,N,N,62,211,317,273
2940,F,1998,2020,ACTIVE,50,Y,N,NA,NA,NA,NA,NA
3155,F,1983,2017,HOLDOVER,55,N,N,N,NA,NA,NA,NA
3155,F,1983,2020,ACTIVE,58,N,N,NA,NA,NA,NA,NA
2208,M,2010,2017,ACTIVE,35,Y,N,N,638,1153,1492,1791
2208,M,2010,2020,ACTIVE,38,Y,N,NA,NA,NA,NA,NA
2898,M,1986,2017,ACTIVE,51,N,N,N,1096,127,325,1222
2898,M,1986,2020,ACTIVE,54,N,N,NA,NA,NA,NA,NA
2172,F,1989,2017,ACTIVE,71,Y,N,N,644,0,0,645
2172,F,1989,2020,ACTIVE,74,Y,N,NA,NA,NA,NA,NA
4126,F,2017,2017,ACTIVE,27,N,N,N,9,155,482,164
4126,F,2017,2020,ACTIVE,30,N,N,NA,NA,NA,NA,NA
2613,F,2019,2017,ACTIVE,42,N,N,N,259,37,92,296
2613,F,2019,2020,ACTIVE,45,N,N,NA,NA,NA,NA,NA
49,F,1990,2017,ACTIVE,47,N,N,Y,4,633,234,637
49,F,1990,2020,ACTIVE,50,N,N,NA,NA,NA,NA,NA
2077,M,2011,2017,ACTIVE,24,Y,N,N,323,0,0,323
2077,M,2011,2020,ACTIVE,27,Y,N,NA,NA,NA,NA,NA
2495,M,2006,2017,ACTIVE,60,Y,Y,Y,283,1024,492,1308
2495,M,2006,2020,ACTIVE,63,N,N,NA,NA,NA,NA,NA
2167,F,1993,2017,ACTIVE,66,Y,N,N,482,506,365,987
2167,F,1993,2020,ACTIVE,69,N,N,NA,NA,NA,NA,NA
1584,M,2000,2017,ACTIVE,56,N,N,Y,0,2547,245,2547
1584,M,2000,2020,ACTIVE,59,N,N,NA,NA,NA,NA,NA
1501,M,1985,2017,ACTIVE,42,Y,N,Y,755,644,506,1399
1501,M,1985,2020,ACTIVE,45,Y,N,NA,NA,NA,NA,NA
1553,M,2020,2017,ACTIVE,33,N,N,N,0,132,760,131
1553,M,2020,2020,ACTIVE,36,N,N,NA,NA,NA,NA,NA
848,F,1997,2017,ACTIVE,41,Y,Y,N,435,284,34,720
848,F,1997,2020,ACTIVE,44,N,Y,NA,NA,NA,NA,NA
998,F,1985,2017,ACTIVE,62,N,N,N,279,118,0,398
998,F,1985,2020,ACTIVE,65,N,N,NA,NA,NA,NA,NA
3764,M,1999,2017,ACTIVE,39,N,N,N,33,0,0,33
3764,M,1999,2020,ACTIVE,42,N,N,NA,NA,NA,NA,NA
199,M,2007,2017,ACTIVE,41,N,N,N,172,172,0,343
199,M,2007,2020,ACTIVE,44,Y,N,NA,NA,NA,NA,NA
953,M,2015,2017,ACTIVE,43,N,N,N,1267,1620,577,2880
953,M,2015,2020,ACTIVE,46,N,N,NA,NA,NA,NA,NA
1195,M,2001,2017,ACTIVE,27,Y,N,N,446,87,0,532
1195,M,2001,2020,ACTIVE,30,Y,N,NA,NA,NA,NA,NA
2829,F,1975,2017,HOLDOVER,63,N,N,N,NA,NA,NA,NA
2829,F,1975,2020,ACTIVE,66,N,N,NA,NA,NA,NA,NA
789,M,2008,2017,ACTIVE,29,N,N,N,0,250,820,251
789,M,2008,2020,ACTIVE,32,N,N,NA,NA,NA,NA,NA
912,M,1988,2017,ACTIVE,66,Y,N,N,35,48,102,84
912,M,1988,2020,ACTIVE,69,Y,N,NA,NA,NA,NA,NA
4295,M,2011,2017,ACTIVE,50,N,N,N,303,951,57,1254
4295,M,2011,2020,HOLDOVER,53,N,N,NA,NA,NA,NA,NA
1655,M,1984,2017,ACTIVE,41,N,N,N,27,0,16,26
1655,M,1984,2020,ACTIVE,44,N,N,NA,NA,NA,NA,NA
3287,M,1965,2017,ACTIVE,61,N,N,N,36,0,140,35
3287,M,1965,2020,ACTIVE,64,N,N,NA,NA,NA,NA,NA
2789,F,2010,2017,ACTIVE,58,Y,N,N,10,244,388,253
2789,F,2010,2020,ACTIVE,61,Y,N,NA,NA,NA,NA,NA
3177,M,2014,2017,ACTIVE,34,Y,N,N,452,80,56,531
3177,M,2014,2020,ACTIVE,37,N,N,NA,NA,NA,NA,NA
2383,M,1990,2017,ACTIVE,78,N,N,N,23,0,35,23
2383,M,1990,2020,ACTIVE,81,N,N,NA,NA,NA,NA,NA
2639,M,2011,2017,ACTIVE,48,Y,N,N,238,12,316,249
2639,M,2011,2020,ACTIVE,51,Y,N,NA,NA,NA,NA,NA
4157,M,1978,2017,ACTIVE,54,Y,Y,Y,96,426,336,521
4157,M,1978,2020,ACTIVE,57,Y,Y,NA,NA,NA,NA,NA
450,M,1975,2017,ACTIVE,76,N,N,Y,28,466,602,493
450,M,1975,2020,ACTIVE,79,N,N,NA,NA,NA,NA,NA
120,M,1993,2017,ACTIVE,69,N,N,Y,39,403,484,441
120,M,1993,2020,ACTIVE,72,N,N,NA,NA,NA,NA,NA
3784,M,2004,2017,ACTIVE,65,Y,N,Y,378,60,791,437
3784,M,2004,2020,ACTIVE,68,Y,N,NA,NA,NA,NA,NA
2329,M,1999,2017,ACTIVE,33,Y,N,N,120,36,54,144
2329,M,1999,2020,ACTIVE,36,N,N,NA,NA,NA,NA,NA
2134,M,2001,2017,ACTIVE,31,N,N,Y,26,223,79,250
2134,M,2001,2020,ACTIVE,34,N,N,NA,NA,NA,NA,NA
3296,M,2007,2017,ACTIVE,64,N,N,Y,92,446,329,538
3296,M,2007,2020,ACTIVE,67,Y,N,NA,NA,NA,NA,NA
357,M,1972,2017,ACTIVE,89,N,N,Y,13,1351,473,1366
357,M,1972,2020,ACTIVE,92,N,N,NA,NA,NA,NA,NA
2238,M,1989,2017,ACTIVE,47,N,N,Y,201,673,21,875
2238,M,1989,2020,ACTIVE,50,N,N,NA,NA,NA,NA,NA
1703,M,1990,2017,ACTIVE,47,N,Y,N,190,67,98,259
1703,M,1990,2020,ACTIVE,50,N,N,NA,NA,NA,NA,NA
2595,M,2002,2017,ACTIVE,62,N,N,Y,5,93,0,97
2595,M,2002,2020,ACTIVE,65,N,N,NA,NA,NA,NA,NA
261,M,1985,2017,ACTIVE,48,Y,N,N,438,179,70,600
261,M,1985,2020,ACTIVE,51,Y,N,NA,NA,NA,NA,NA
3049,F,1990,2017,ACTIVE,67,Y,N,N,341,17,160,357
3049,F,1990,2020,ACTIVE,70,Y,N,NA,NA,NA,NA,NA
1006,M,2016,2017,ACTIVE,36,N,N,N,1042,567,103,1592
1006,M,2016,2020,ACTIVE,39,N,Y,NA,NA,NA,NA,NA
2875,M,1986,2017,ACTIVE,57,Y,N,N,1624,528,436,2151
2875,M,1986,2020,ACTIVE,60,Y,N,NA,NA,NA,NA,NA
4013,F,2012,2017,ACTIVE,43,Y,N,N,4,467,0,471
4013,F,2012,2020,ACTIVE,46,N,N,NA,NA,NA,NA,NA
290,F,2009,2017,ACTIVE,36,N,Y,N,1,94,388,95
290,F,2009,2020,ACTIVE,39,N,N,NA,NA,NA,NA,NA
1075,F,1996,2017,ACTIVE,42,Y,Y,N,464,592,3965,1058
1075,F,1996,2020,ACTIVE,45,Y,Y,NA,NA,NA,NA,NA
1461,M,1978,2017,ACTIVE,51,Y,Y,N,504,341,213,844
1461,M,1978,2020,ACTIVE,54,N,N,NA,NA,NA,NA,NA
3337,M,2016,2017,ACTIVE,87,N,N,N,51,98,375,148
3337,M,2016,2020,ACTIVE,90,N,N,NA,NA,NA,NA,NA
2762,F,2007,2017,ACTIVE,72,Y,N,N,435,638,63,1074
2762,F,2007,2020,ACTIVE,75,N,N,NA,NA,NA,NA,NA
217,M,1991,2017,ACTIVE,88,N,N,Y,102,2119,2312,2220
217,M,1991,2020,ACTIVE,91,Y,N,NA,NA,NA,NA,NA
4299,F,2003,2017,ACTIVE,56,N,N,N,36,153,1009,188
4299,F,2003,2020,HOLDOVER,59,N,N,NA,NA,NA,NA,NA
1080,M,1969,2017,ACTIVE,79,N,N,N,60,0,116,60
1080,M,1969,2020,HOLDOVER,82,N,N,NA,NA,NA,NA,NA
2890,M,2009,2017,ACTIVE,59,N,N,N,0,210,915,209
2890,M,2009,2020,ACTIVE,62,N,N,NA,NA,NA,NA,NA
3799,M,2003,2017,ACTIVE,57,N,N,Y,0,1492,352,1491
3799,M,2003,2020,ACTIVE,60,N,N,NA,NA,NA,NA,NA
291,F,1970,2017,ACTIVE,65,N,N,N,0,427,148,428
291,F,1970,2020,ACTIVE,68,N,N,NA,NA,NA,NA,NA
2132,M,1993,2017,ACTIVE,68,Y,N,Y,221,1697,658,1919
2132,M,1993,2020,ACTIVE,71,N,N,NA,NA,NA,NA,NA
3071,M,1993,2017,ACTIVE,59,N,N,Y,1273,0,1032,1273
3071,M,1993,2020,ACTIVE,62,N,N,NA,NA,NA,NA,NA
1942,M,1977,2017,ACTIVE,56,N,N,N,0,21,5,21
1942,M,1977,2020,ACTIVE,59,N,N,NA,NA,NA,NA,NA
3514,M,1982,2017,ACTIVE,64,N,N,Y,218,484,140,700
3514,M,1982,2020,ACTIVE,67,N,N,NA,NA,NA,NA,NA
2227,F,1989,2017,ACTIVE,84,N,N,N,4258,563,117,4821
2227,F,1989,2020,ACTIVE,87,N,N,NA,NA,NA,NA,NA
3587,F,1985,2017,ACTIVE,51,Y,N,N,30,0,333,30
3587,F,1985,2020,ACTIVE,54,Y,N,NA,NA,NA,NA,NA
4253,M,1995,2017,ACTIVE,59,N,N,N,153,245,139,398
4253,M,1995,2020,ACTIVE,62,N,N,NA,NA,NA,NA,NA
2751,M,1976,2017,HOLDOVER,66,N,N,N,NA,NA,NA,NA
2751,M,1976,2020,ACTIVE,69,N,N,NA,NA,NA,NA,NA
791,F,1995,2017,ACTIVE,47,Y,N,N,453,150,22,603
791,F,1995,2020,ACTIVE,50,Y,N,NA,NA,NA,NA,NA
2881,M,2009,2017,ACTIVE,27,N,N,N,0,228,117,227
2881,M,2009,2020,ACTIVE,30,Y,N,NA,NA,NA,NA,NA
304,M,1995,2017,ACTIVE,72,N,N,N,144,0,11,144
304,M,1995,2020,ACTIVE,75,N,N,NA,NA,NA,NA,NA
2734,F,2009,2017,ACTIVE,27,Y,N,Y,159,199,330,357
2734,F,2009,2020,ACTIVE,30,Y,N,NA,NA,NA,NA,NA
2013,M,2018,2017,ACTIVE,55,Y,N,N,3604,355,779,3958
2013,M,2018,2020,ACTIVE,58,N,N,NA,NA,NA,NA,NA
2451,M,1979,2017,ACTIVE,75,N,N,N,147,339,690,486
2451,M,1979,2020,ACTIVE,78,N,N,NA,NA,NA,NA,NA
1555,F,1983,2017,ACTIVE,52,N,N,N,394,88,206,483
1555,F,1983,2020,ACTIVE,55,N,N,NA,NA,NA,NA,NA
896,F,2000,2017,ACTIVE,29,N,N,N,69,414,0,482
896,F,2000,2020,HOLDOVER,32,N,N,NA,NA,NA,NA,NA
218,M,2014,2017,ACTIVE,36,Y,N,N,276,114,143,359
218,M,2014,2020,HOLDOVER,39,N,N,NA,NA,NA,NA,NA
2139,M,2016,2017,ACTIVE,58,N,N,N,1,210,264,211
2139,M,2016,2020,ACTIVE,61,Y,Y,NA,NA,NA,NA,NA
2758,M,2009,2017,ACTIVE,57,N,N,N,1628,151,46,1780
2758,M,2009,2020,ACTIVE,60,N,N,NA,NA,NA,NA,NA
499,M,1967,2017,ACTIVE,80,N,N,N,0,354,291,354
499,M,1967,2020,ACTIVE,83,N,N,NA,NA,NA,NA,NA
3008,M,1984,2017,ACTIVE,87,Y,N,N,37,900,857,937
3008,M,1984,2020,ACTIVE,90,Y,N,NA,NA,NA,NA,NA
4055,M,1999,2017,ACTIVE,73,N,N,Y,283,1160,595,1443
4055,M,1999,2020,ACTIVE,76,N,N,NA,NA,NA,NA,NA
1078,F,2011,2017,ACTIVE,25,Y,N,N,857,505,323,1362
1078,F,2011,2020,ACTIVE,28,Y,N,NA,NA,NA,NA,NA
1512,M,2009,2017,ACTIVE,53,N,N,Y,197,72,158,269
1512,M,2009,2020,ACTIVE,56,N,N,NA,NA,NA,NA,NA
2008,F,2013,2017,ACTIVE,51,Y,Y,N,23,113,644,135
2008,F,2013,2020,ACTIVE,54,N,N,NA,NA,NA,NA,NA
4039,F,2007,2017,ACTIVE,57,N,N,Y,28,450,811,479
4039,F,2007,2020,ACTIVE,60,N,N,NA,NA,NA,NA,NA
4216,M,1980,2017,ACTIVE,82,Y,N,N,267,0,0,267
4216,M,1980,2020,ACTIVE,85,Y,N,NA,NA,NA,NA,NA
3927,M,2005,2017,ACTIVE,34,N,N,N,160,50,12,210
3927,M,2005,2020,ACTIVE,37,N,N,NA,NA,NA,NA,NA
2209,F,2004,2017,ACTIVE,36,Y,N,N,0,0,127,0
2209,F,2004,2020,ACTIVE,39,N,N,NA,NA,NA,NA,NA
1235,M,1969,2017,ACTIVE,72,N,N,N,0,0,16,0
1235,M,1969,2020,ACTIVE,75,N,N,NA,NA,NA,NA,NA
1336,M,1993,2017,ACTIVE,42,Y,Y,N,311,41,190,353
1336,M,1993,2020,ACTIVE,45,Y,Y,NA,NA,NA,NA,NA
646,M,2000,2017,ACTIVE,74,Y,N,N,878,0,273,879
646,M,2000,2020,ACTIVE,77,Y,N,NA,NA,NA,NA,NA
2242,F,1999,2017,ACTIVE,64,N,N,N,9,257,111,266
2242,F,1999,2020,ACTIVE,67,N,N,NA,NA,NA,NA,NA
843,F,1993,2017,ACTIVE,46,N,N,N,80,240,31,322
843,F,1993,2020,ACTIVE,49,N,N,NA,NA,NA,NA,NA
3092,M,1997,2017,ACTIVE,64,N,N,Y,490,1418,156,1907
3092,M,1997,2020,ACTIVE,67,N,N,NA,NA,NA,NA,NA
989,F,2000,2017,ACTIVE,48,Y,Y,N,911,401,0,1312
989,F,2000,2020,ACTIVE,51,N,Y,NA,NA,NA,NA,NA
524,F,1996,2017,ACTIVE,49,Y,N,N,1294,223,54,1517
524,F,1996,2020,ACTIVE,52,N,N,NA,NA,NA,NA,NA
1268,M,1986,2017,ACTIVE,66,N,N,N,26,668,97,693
1268,M,1986,2020,ACTIVE,69,N,N,NA,NA,NA,NA,NA
549,M,2019,2017,ACTIVE,49,N,N,N,151,109,237,258
549,M,2019,2020,ACTIVE,52,N,N,NA,NA,NA,NA,NA
494,M,1973,2017,ACTIVE,65,N,Y,N,481,707,482,1190
494,M,1973,2020,ACTIVE,68,N,Y,NA,NA,NA,NA,NA
4099,F,2014,2017,ACTIVE,80,Y,N,N,107,65,0,171
4099,F,2014,2020,ACTIVE,83,Y,N,NA,NA,NA,NA,NA
782,M,1971,2017,HOLDOVER,77,N,N,N,NA,NA,NA,NA
782,M,1971,2020,ACTIVE,80,N,N,NA,NA,NA,NA,NA
3146,M,2002,2017,ACTIVE,43,N,N,N,2121,499,166,2619
3146,M,2002,2020,ACTIVE,46,N,N,NA,NA,NA,NA,NA
2905,M,1987,2017,HOLDOVER,82,N,N,N,NA,NA,NA,NA
2905,M,1987,2020,ACTIVE,85,N,N,NA,NA,NA,NA,NA
1710,M,1964,2017,HOLDOVER,76,N,N,N,NA,NA,NA,NA
1710,M,1964,2020,ACTIVE,79,N,N,NA,NA,NA,NA,NA
1911,F,1981,2017,ACTIVE,49,Y,Y,N,704,375,0,1080
1911,F,1981,2020,ACTIVE,52,Y,N,NA,NA,NA,NA,NA
3148,M,1998,2017,ACTIVE,51,N,N,N,19,289,263,308
3148,M,1998,2020,ACTIVE,54,N,N,NA,NA,NA,NA,NA
256,F,2008,2017,ACTIVE,37,Y,N,N,41,132,507,174
256,F,2008,2020,ACTIVE,40,N,N,NA,NA,NA,NA,NA
1559,F,1974,2017,ACTIVE,90,N,N,Y,0,824,0,823
1559,F,1974,2020,ACTIVE,93,N,N,NA,NA,NA,NA,NA
139,M,1998,2017,ACTIVE,35,N,Y,N,103,108,144,212
139,M,1998,2020,ACTIVE,38,N,Y,NA,NA,NA,NA,NA
3819,M,1997,2017,ACTIVE,36,N,N,N,0,217,21,217
3819,M,1997,2020,ACTIVE,39,N,N,NA,NA,NA,NA,NA
81,M,2000,2017,ACTIVE,35,Y,Y,N,118,271,514,389
81,M,2000,2020,ACTIVE,38,Y,Y,NA,NA,NA,NA,NA
3124,M,2018,2017,ACTIVE,29,N,N,Y,43,640,1145,684
3124,M,2018,2020,ACTIVE,32,N,Y,NA,NA,NA,NA,NA
1139,F,1992,2017,ACTIVE,38,Y,N,Y,189,442,723,630
1139,F,1992,2020,ACTIVE,41,Y,N,NA,NA,NA,NA,NA
3632,M,1974,2017,ACTIVE,56,N,N,Y,0,1094,808,1094
3632,M,1974,2020,ACTIVE,59,N,N,NA,NA,NA,NA,NA
1831,M,1994,2017,ACTIVE,68,Y,N,N,304,329,121,634
1831,M,1994,2020,ACTIVE,71,Y,N,NA,NA,NA,NA,NA
432,M,2020,2017,HOLDOVER,53,N,N,N,NA,NA,NA,NA
432,M,2020,2020,ACTIVE,56,N,N,NA,NA,NA,NA,NA
2992,M,2018,2017,ACTIVE,59,N,Y,N,350,77,2431,427
2992,M,2018,2020,ACTIVE,62,N,Y,NA,NA,NA,NA,NA
1068,F,2005,2017,ACTIVE,27,N,N,N,66,117,287,184
1068,F,2005,2020,ACTIVE,30,Y,N,NA,NA,NA,NA,NA
1992,M,1979,2017,ACTIVE,56,N,N,N,0,488,212,487
1992,M,1979,2020,ACTIVE,59,N,N,NA,NA,NA,NA,NA
2528,M,1993,2017,ACTIVE,60,N,N,N,128,0,91,128
2528,M,1993,2020,ACTIVE,63,N,N,NA,NA,NA,NA,NA
2413,M,2002,2017,ACTIVE,71,N,N,Y,0,447,0,447
2413,M,2002,2020,ACTIVE,74,N,N,NA,NA,NA,NA,NA
1820,M,2014,2017,ACTIVE,58,N,N,N,295,156,307,451
1820,M,2014,2020,ACTIVE,61,N,N,NA,NA,NA,NA,NA
2721,M,1976,2017,ACTIVE,72,Y,N,N,419,0,93,418
2721,M,1976,2020,ACTIVE,75,Y,N,NA,NA,NA,NA,NA
2141,M,2010,2017,ACTIVE,48,N,N,N,5,230,60,235
2141,M,2010,2020,ACTIVE,51,N,N,NA,NA,NA,NA,NA
3778,M,2013,2017,HOLDOVER,23,Y,N,N,NA,NA,NA,NA
3778,M,2013,2020,ACTIVE,26,Y,N,NA,NA,NA,NA,NA
161,M,2013,2017,ACTIVE,30,Y,N,N,0,156,125,157
161,M,2013,2020,ACTIVE,33,Y,N,NA,NA,NA,NA,NA
3681,M,1975,2017,HOLDOVER,68,N,N,N,NA,NA,NA,NA
3681,M,1975,2020,ACTIVE,71,N,N,NA,NA,NA,NA,NA
2380,M,1978,2017,HOLDOVER,61,N,N,N,NA,NA,NA,NA
2380,M,1978,2020,ACTIVE,64,N,N,NA,NA,NA,NA,NA
2794,M,2012,2017,ACTIVE,26,N,N,N,152,47,50,200
2794,M,2012,2020,ACTIVE,29,N,N,NA,NA,NA,NA,NA
1233,F,1983,2017,ACTIVE,54,N,N,N,1151,401,12,1552
1233,F,1983,2020,ACTIVE,57,Y,N,NA,NA,NA,NA,NA
2474,M,1990,2017,ACTIVE,43,N,N,Y,538,1073,287,1611
2474,M,1990,2020,ACTIVE,46,N,N,NA,NA,NA,NA,NA
1311,M,1990,2017,ACTIVE,51,N,N,N,454,0,22,454
1311,M,1990,2020,ACTIVE,54,Y,N,NA,NA,NA,NA,NA
2328,M,2000,2017,ACTIVE,61,N,N,N,0,0,968,0
2328,M,2000,2020,ACTIVE,64,N,N,NA,NA,NA,NA,NA
1227,F,1977,2017,ACTIVE,80,N,N,N,0,358,777,358
1227,F,1977,2020,ACTIVE,83,N,N,NA,NA,NA,NA,NA
3853,F,1984,2017,ACTIVE,52,Y,Y,N,436,354,1248,790
3853,F,1984,2020,ACTIVE,55,Y,Y,NA,NA,NA,NA,NA
1381,M,2014,2017,ACTIVE,36,N,N,N,214,390,22,575
1381,M,2014,2020,HOLDOVER,39,N,N,NA,NA,NA,NA,NA
1471,M,1992,2017,ACTIVE,64,Y,N,N,88,917,3,1004
1471,M,1992,2020,ACTIVE,67,N,N,NA,NA,NA,NA,NA
493,M,2017,2017,ACTIVE,35,Y,Y,N,17,225,440,244
493,M,2017,2020,ACTIVE,38,N,Y,NA,NA,NA,NA,NA
696,M,2002,2017,ACTIVE,36,N,N,N,4,139,557,144
696,M,2002,2020,ACTIVE,39,N,Y,NA,NA,NA,NA,NA
2747,F,2010,2017,ACTIVE,24,Y,Y,N,186,268,291,454
2747,F,2010,2020,ACTIVE,27,Y,Y,NA,NA,NA,NA,NA
752,M,1990,2017,ACTIVE,49,N,N,N,258,1908,1990,2163
752,M,1990,2020,ACTIVE,52,N,N,NA,NA,NA,NA,NA
1711,F,2011,2017,ACTIVE,61,N,N,N,0,104,93,105
1711,F,2011,2020,ACTIVE,64,N,Y,NA,NA,NA,NA,NA
1021,F,1981,2017,ACTIVE,53,Y,N,N,64,83,0,148
1021,F,1981,2020,ACTIVE,56,Y,N,NA,NA,NA,NA,NA
2220,F,1994,2017,ACTIVE,62,N,N,N,3,437,0,441
2220,F,1994,2020,ACTIVE,65,Y,N,NA,NA,NA,NA,NA
